"","gabi_acc_number","accession_number","citation","genus_name_pub","species_name_pub","valid_species_name","type_of_data","dubious","note_dubious","locality","country","adm1","adm2","dec_lat","dec_long","bentity2_name","insert_date","update_date"
"1403","GABI_02109144","Benoit-Lit-Data-774203","Ent_660062_lot number=18-60","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","","USA","Texas","","31.110154","-100.041016","Texas","2019/04/04 23:41:46.756723+09","2019/06/30 09:45:05.602033+09"
"1404","GABI_02109145","Benoit-Lit-Data-774204","Ent_660063_lot number=18-61","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","","USA","Texas","","31.110154","-100.041016","Texas","2019/04/04 23:41:46.756723+09","2019/06/30 09:45:05.602033+09"
"1405","GABI_02109146","Benoit-Lit-Data-774205","Ent_660064_lot number=18-62","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","","USA","Texas","","31.110154","-100.041016","Texas","2019/04/04 23:41:46.756723+09","2019/06/30 09:45:05.602033+09"
"1406","GABI_01216177","Mike-010839","Author Unknown. 2004. Mirmecofauna (Hymenoptera: Formicidae) comu?n del estero El Salado y Puerto Vallarta, Jalisco, Me?xico. Dugesiana 11(1):13-20.","Solenopsis","xyloni ","Solenopsis.xyloni","Literature","","","Jalisco","Mexico","Jalisco","","20.667","-105.233","Jalisco","2015/04/03 10:45:22.539013+09","2019/06/30 09:45:05.602033+09"
"1407","GABI_01255706","Mike-091025","Longino, J.T. 2010. Personal Communication. Longino Collection Database","Solenopsis","xyloni ","Solenopsis.xyloni","Personal Collection","","","Hidalgo","Mexico","Hidalgo","","20.206","-99.271","Hidalgo","2015/04/03 10:45:47.643937+09","2020/01/17 18:49:17.265296+09"
"1408","GABI_01255680","Mike-090978","Longino, J.T. 2010. Personal Communication. Longino Collection Database","Solenopsis","xyloni ","Solenopsis.xyloni","Personal Collection","","","Hidalgo","Mexico","Hidalgo","","20.197","-99.269","Hidalgo","2015/04/03 10:45:47.643937+09","2020/01/17 18:49:32.913093+09"
"1409","GABI_01265978","Mike-106793","Wolkovich, E.M., D.T. Bolger and D.A. Holway. 2009. Complex responses to invasive grass litter by ground arthropods in a Mediterranean scrub ecosystem. Oecologia 161(4): 697-708","Solenopsis","xyloni ","Solenopsis.xyloni","Literature","","","California","USA","California","","32.721","-116.954","California","2015/04/03 10:45:54.360217+09","2019/06/30 09:45:05.602033+09"
"1410","GABI_02327980","Benoit-Lit-Data-965183","Observations_7356047_","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Arizona","USA","Arizona","","33.58557137","-112.0817471","Arizona","2019/04/05 03:02:45.154261+09","2019/06/30 09:45:05.602033+09"
"1411","GABI_02328133","Benoit-Lit-Data-967444","Observations_10554461_","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","California","USA","California","","33.72257125","-116.2593931","California","2019/04/05 03:02:52.650561+09","2019/06/30 09:45:05.602033+09"
"1412","GABI_01911382","Benoit-Lit-Data-563403","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Whitehall Forest, Lot 82-74","USA","Georgia","Athens-Clarke County","33.945343","-83.377993","Georgia US","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"1413","GABI_01171729","iDigBio-0109544","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","San Angelo, Sunset Mall","USA","Texas","Tom Green","31.44272","-100.44113","Texas","2015/04/03 10:44:52.027907+09","2019/06/30 09:45:05.602033+09"
"1414","GABI_01719938","Benoit-Lit-Data-466695","Roeder K. A., and D. V. Roeder. 2016. A checklist and assemblage comparison of ants (Hymenoptera: Formicidae) from the Wichita Mountains Wildlife Refuge in Oklahoma. Check List 12(4): 1935.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Visitor Center","USA","Oklahoma","Comanche County","34.7114","-98.6259","Oklahoma","2016/08/30 06:06:58.603892+09","2019/06/30 09:45:05.602033+09"
"1415","GABI_01121070","iDigBio-0008965","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","12 miles E of Alpine","USA","Texas","Brewster","29.82158","-103.27148","Texas","2015/04/03 10:44:08.306167+09","2019/06/30 09:45:05.602033+09"
"1416","GABI_01121119","iDigBio-0009041","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","2 miles S of Anthony","USA","Texas","El Paso","31.74977","-106.49185","Texas","2015/04/03 10:44:08.366422+09","2019/06/30 09:45:05.602033+09"
"1417","GABI_01121218","iDigBio-0009176","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","17.7 S.W. of Anson","USA","Texas","Jones","32.64863","-99.68445","Texas","2015/04/03 10:44:08.466659+09","2019/06/30 09:45:05.602033+09"
"1418","GABI_01121227","iDigBio-0009190","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","13.5 mi SE of Athens","USA","Texas","Henderson","31.9941","-94.75159","Texas","2015/04/03 10:44:08.466659+09","2019/06/30 09:45:05.602033+09"
"1419","GABI_01121382","iDigBio-0009406","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","11.5 miles SE of Eagle Pass","USA","Texas","Maverick","28.74358","-100.34637","Texas","2015/04/03 10:44:08.613188+09","2019/06/30 09:45:05.602033+09"
"1420","GABI_01121648","iDigBio-0010126","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Las Cruces Tulia","USA","New Mexico","Doña Ana County","32.31222","-106.77778","New Mexico","2015/04/03 10:44:08.832273+09","2019/08/15 16:11:40.983483+09"
"1421","GABI_01122750","iDigBio-0012246","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","17 miles NE of Big Springs","USA","Texas","Howard","32.1105","-101.79932","Texas","2015/04/03 10:44:09.714898+09","2019/06/30 09:45:05.602033+09"
"1422","GABI_01122785","iDigBio-0012296","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Cameron, Little Colorado River wash","USA","Arizona","Coconino","35.86666667","-111.4057222","Arizona","2015/04/03 10:44:09.771036+09","2019/06/30 09:45:05.602033+09"
"1423","GABI_01122903","iDigBio-0012446","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","0.5 mi. N of San Tan Mountains","USA","Arizona","Pinal County","33.170657","-111.642486","Arizona","2015/04/03 10:44:09.859599+09","2019/06/30 09:45:05.602033+09"
"1424","GABI_01122949","iDigBio-0012508","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","17 mi S of Midland","USA","Texas","Midland","31.98944","-101.88721","Texas","2015/04/03 10:44:09.892243+09","2019/06/30 09:45:05.602033+09"
"1425","GABI_01124137","iDigBio-0015080","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","13 miles S of Monahans","USA","Texas","Ward","31.3724","-103.18359","Texas","2015/04/03 10:44:10.756255+09","2019/06/30 09:45:05.602033+09"
"1426","GABI_01124291","iDigBio-0015282","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Great Falls, along little Colorado River, rt 70","USA","Arizona","Coconino","35.42946306","-111.1965594","Arizona","2015/04/03 10:44:10.883158+09","2019/06/30 09:45:05.602033+09"
"1427","GABI_01124423","iDigBio-0015451","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","12 miles W of Roby Uvalde","USA","Texas","Fisher","32.72953","-100.6691","Texas","2015/04/03 10:44:11.064563+09","2019/06/30 09:45:05.602033+09"
"1428","GABI_01124447","iDigBio-0015484","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","22.2 mi W of Ozona Clarendon","USA","Texas","Crockett","31.31141","-95.8667","Texas","2015/04/03 10:44:11.064563+09","2019/06/30 09:45:05.602033+09"
"1429","GABI_01124514","iDigBio-0015575","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","66 mi NNE of Van Horn Muleshoe","USA","Texas","Culberson","31.74685","-104.15863","Texas","2015/04/03 10:44:11.136518+09","2019/06/30 09:45:05.602033+09"
"1430","GABI_01124606","iDigBio-0015703","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Great Falls, along little Colorado River, rt 70","USA","Arizona","Coconino","35.42946306","-111.1965594","Arizona","2015/04/03 10:44:11.191877+09","2019/06/30 09:45:05.602033+09"
"1431","GABI_01125818","iDigBio-0018328","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","3 miles S of Junction along Interstate 10","USA","Texas","Kimble","30.34325","-99.00604","Texas","2015/04/03 10:44:12.0458+09","2019/06/30 09:45:05.602033+09"
"1432","GABI_01125845","iDigBio-0018363","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","4 miles SW of Balmorhea","USA","Texas","Reeves","31.25038","-103.41431","Texas","2015/04/03 10:44:12.110104+09","2019/06/30 09:45:05.602033+09"
"1433","GABI_01125850","iDigBio-0018369","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","6 miles SE of Sweetwater, lake sweetwater","USA","Texas","Nolan","32.15701","-100.96436","Texas","2015/04/03 10:44:12.110104+09","2019/06/30 09:45:05.602033+09"
"1434","GABI_01125906","iDigBio-0018442","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","27.3 miles N of Sierra Blanca","USA","Texas","Hudspeth","31.55981","-104.90295","Texas","2015/04/03 10:44:12.110104+09","2019/06/30 09:45:05.602033+09"
"1435","GABI_01125983","iDigBio-0018552","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","26.2 miles N of Candelaria","USA","Texas","Presidio","29.55853","-104.3708","Texas","2015/04/03 10:44:12.170327+09","2019/06/30 09:45:05.602033+09"
"1436","GABI_01126111","iDigBio-0018725","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","24 miles S of Pine Springs","USA","Texas","Culberson","31.74685","-104.15863","Texas","2015/04/03 10:44:12.258041+09","2019/06/30 09:45:05.602033+09"
"1437","GABI_01126136","iDigBio-0018759","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Colorado River, Eminence Beach,","USA","Arizona","Coconino","36.3868","-111.8492944","Arizona","2015/04/03 10:44:12.258041+09","2019/06/30 09:45:05.602033+09"
"1438","GABI_01127109","iDigBio-0021022","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","4km W Davis","USA","California","Yolo","38.53678","-121.78791","California","2015/04/03 10:44:13.145814+09","2019/06/30 09:45:05.602033+09"
"1439","GABI_01127278","iDigBio-0021275","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Colorado River, Mile 110 RR Nacogdoches","USA","Arizona","Coconino","36.24325833","-112.3575833","Arizona","2015/04/03 10:44:13.321867+09","2019/06/30 09:45:05.602033+09"
"1440","GABI_01127349","iDigBio-0021367","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","7.0 mi S of Haskell","USA","Texas","Haskell","32.68562","-99.81079","Texas","2015/04/03 10:44:13.35451+09","2019/06/30 09:45:05.602033+09"
"1441","GABI_01127637","iDigBio-0021743","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Wolfe Nursery","USA","Texas","Wichita","33.89778","-98.4375","Texas","2015/04/03 10:44:13.623598+09","2019/06/30 09:45:05.602033+09"
"1442","GABI_01127686","iDigBio-0021814","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","28 miles NW of San Angelo","USA","Texas","Coke","33.37641","-101.09619","Texas","2015/04/03 10:44:13.654365+09","2019/06/30 09:45:05.602033+09"
"1443","GABI_01127715","iDigBio-0021851","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","10.7 miles NE of Fabens","USA","Texas","El Paso","31.80289","-106.23779","Texas","2015/04/03 10:44:13.718358+09","2019/06/30 09:45:05.602033+09"
"1444","GABI_01127819","iDigBio-0021989","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Las Cruces Sterling City","USA","New Mexico","Doña Ana County","32.31222","-106.77778","New Mexico","2015/04/03 10:44:13.766431+09","2019/08/15 16:11:40.062+09"
"1445","GABI_01128259","iDigBio-0023235","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","6 miles N of Wink","USA","Texas","Winkler","31.75153","-102.88971","Texas","2015/04/03 10:44:14.141522+09","2019/06/30 09:45:05.602033+09"
"1446","GABI_01128278","iDigBio-0023261","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","5 E miles","USA","Texas","Garza","33.09844","-101.28571","Texas","2015/04/03 10:44:14.160766+09","2019/06/30 09:45:05.602033+09"
"1447","GABI_01128294","iDigBio-0023282","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","10 SE miles","USA","Texas","Frio","28.84467","-99.08707","Texas","2015/04/03 10:44:14.188775+09","2019/06/30 09:45:05.602033+09"
"1448","GABI_01128382","iDigBio-0023403","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","34 mi SE of Presidio","USA","Texas","Presidio","29.55853","-104.3708","Texas","2015/04/03 10:44:14.28367+09","2019/06/30 09:45:05.602033+09"
"1449","GABI_01128447","iDigBio-0023495","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","4 miles W of Marathon","USA","Texas","Brewster","29.5639","-104.17236","Texas","2015/04/03 10:44:14.28367+09","2019/06/30 09:45:05.602033+09"
"1450","GABI_01128450","iDigBio-0023500","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","20 miles E of Marathon","USA","Texas","Brewster","29.82158","-103.27148","Texas","2015/04/03 10:44:14.28367+09","2019/06/30 09:45:05.602033+09"
"1451","GABI_01128555","iDigBio-0023638","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","9.9 miles West of Crowell Post","USA","Texas","Foard","34.03218","-99.72839","Texas","2015/04/03 10:44:14.372576+09","2019/06/30 09:45:05.602033+09"
"1452","GABI_01128655","iDigBio-0023762","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","18.1 mi S of San Angelo","USA","Texas","Tom Green","31.29733","-100.448","Texas","2015/04/03 10:44:14.458273+09","2019/06/30 09:45:05.602033+09"
"1453","GABI_01129245","iDigBio-0024812","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Black Diamond Mines Regional Preserve","USA","California","Contra Costa","37.95","-121.86667","California","2015/04/03 10:44:14.871218+09","2019/06/30 09:45:05.602033+09"
"1454","GABI_01129487","iDigBio-0025358","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Caballo","USA","New Mexico","Sierra","32.97556","-107.30722","New Mexico","2015/04/03 10:44:15.106519+09","2019/06/30 09:45:05.602033+09"
"1455","GABI_01129705","iDigBio-0026018","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Caballo","USA","New Mexico","Sierra","32.97556","-107.30722","New Mexico","2015/04/03 10:44:15.231984+09","2019/06/30 09:45:05.602033+09"
"1456","GABI_01130410","iDigBio-0027462","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Bartlett","USA","Texas","Bell","31.0747","-97.47208","Texas","2015/04/03 10:44:15.758685+09","2019/06/30 09:45:05.602033+09"
"1457","GABI_01130464","iDigBio-0027544","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","18 miles NE of Marathon","USA","Texas","Brewster","29.82158","-103.27148","Texas","2015/04/03 10:44:15.783253+09","2019/06/30 09:45:05.602033+09"
"1458","GABI_01130609","iDigBio-0027726","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","28 mi N of Leakey","USA","Texas","Real","30.48655","-99.74213","Texas","2015/04/03 10:44:15.949136+09","2019/06/30 09:45:05.602033+09"
"1459","GABI_01130679","iDigBio-0027830","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","13 miles S of Kermit","USA","Texas","Winkler","31.49895","-102.6947","Texas","2015/04/03 10:44:16.015572+09","2019/06/30 09:45:05.602033+09"
"1460","GABI_01130773","iDigBio-0027960","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","27 miles S of Ozona","USA","Texas","Crockett","31.24683","-95.41351","Texas","2015/04/03 10:44:16.115059+09","2019/06/30 09:45:05.602033+09"
"1461","GABI_01131037","iDigBio-0028366","iDigBio (6th May 2014)","Solenopsis","xyloni ","Solenopsis.xyloni","Museum Specimen","","","Chiricahua Mtns, 8km NNW","USA","Arizona","Cochise","31.98214","-109.17087","Arizona","2015/04/03 10:44:16.406433+09","2019/06/30 09:45:05.602033+09"
