"","gabi_acc_number","accession_number","citation","genus_name_pub","species_name_pub","valid_species_name","type_of_data","dubious","note_dubious","locality","country","adm1","adm2","dec_lat","dec_long","bentity2_name","insert_date","update_date"
"926","GABI_02328597","Benoit-Lit-Data-983101","TTU-Z_TTU-Z_006662_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Cross","USA","Texas","McMullen","28.603399","-98.546064","Texas","2019/04/05 03:03:07.022256+09","2019/06/30 09:45:05.602033+09"
"927","GABI_02328598","Benoit-Lit-Data-982792","TTU-Z_TTU-Z_006344_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Marlin","USA","Texas","Falls","33.90747","-98.49758","Texas","2019/04/05 03:03:07.022256+09","2019/06/30 09:45:05.602033+09"
"928","GABI_02328599","Benoit-Lit-Data-982726","TTU-Z_TTU-Z_006278_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Burnet","USA","Texas","Burnet","30.86451","-98.48145","Texas","2019/04/05 03:03:07.022256+09","2019/06/30 09:45:05.602033+09"
"929","GABI_02328600","Benoit-Lit-Data-982728","TTU-Z_TTU-Z_006280_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Burnet","USA","Texas","Burnet","30.86451","-98.48145","Texas","2019/04/05 03:03:07.022256+09","2019/06/30 09:45:05.602033+09"
"930","GABI_02328601","Benoit-Lit-Data-982729","TTU-Z_TTU-Z_006281_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Burnet","USA","Texas","Burnet","30.86451","-98.48145","Texas","2019/04/05 03:03:07.022256+09","2019/06/30 09:45:05.602033+09"
"931","GABI_02328602","Benoit-Lit-Data-983604","TTU-Z_TTU-Z_007571_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile NW of Briggs","USA","Texas","Burnet","30.86451","-98.48145","Texas","2019/04/05 03:03:07.022256+09","2019/06/30 09:45:05.602033+09"
"932","GABI_02328603","Benoit-Lit-Data-983554","TTU-Z_TTU-Z_007276_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Harris Nursery","USA","Texas","Wichita","33.89778","-98.4375","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"933","GABI_02328604","Benoit-Lit-Data-983606","TTU-Z_TTU-Z_007573_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Wolfe Nursery","USA","Texas","Wichita","33.89778","-98.4375","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"934","GABI_02328605","Benoit-Lit-Data-982522","TTU-Z_TTU-Z_006073_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","4 miles S of Roadside Park","USA","Texas","Blanco","30.04057","-98.39355","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"935","GABI_02328606","Benoit-Lit-Data-983057","TTU-Z_TTU-Z_006618_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Calliham","USA","Texas","McMullen","28.48028","-98.35","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"936","GABI_02328607","Benoit-Lit-Data-983058","TTU-Z_TTU-Z_006619_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Calliham","USA","Texas","McMullen","28.48028","-98.35","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"937","GABI_02328608","Benoit-Lit-Data-983059","TTU-Z_TTU-Z_006620_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Calliham","USA","Texas","McMullen","28.48028","-98.35","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"938","GABI_02328609","Benoit-Lit-Data-983060","TTU-Z_TTU-Z_006621_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Calliham","USA","Texas","McMullen","28.48028","-98.35","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"939","GABI_02328610","Benoit-Lit-Data-983061","TTU-Z_TTU-Z_006622_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Calliham","USA","Texas","McMullen","28.48028","-98.35","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"940","GABI_02328611","Benoit-Lit-Data-983238","TTU-Z_TTU-Z_006859_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile W of Palo Pinto (14 miles E of Brad)","USA","Texas","Palo Pinto","32.76072","-98.32352","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"941","GABI_02328612","Benoit-Lit-Data-983239","TTU-Z_TTU-Z_006860_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile W of Palo Pinto (14 miles E of Brad)","USA","Texas","Palo Pinto","32.76072","-98.32352","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"942","GABI_02328613","Benoit-Lit-Data-983240","TTU-Z_TTU-Z_006861_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile W of Palo Pinto (14 miles E of Brad)","USA","Texas","Palo Pinto","32.76072","-98.32352","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"943","GABI_02328614","Benoit-Lit-Data-983241","TTU-Z_TTU-Z_006862_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile W of Palo Pinto (14 miles E of Brad)","USA","Texas","Palo Pinto","32.76072","-98.32352","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"944","GABI_02328615","Benoit-Lit-Data-977112","TTU-Z_TTU-Z_000171_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","5.3 SW miles of graford","USA","Texas","Palo Pinto","32.76476","-98.30292","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"945","GABI_02328616","Benoit-Lit-Data-983069","TTU-Z_TTU-Z_006630_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Campbellton","USA","Texas","Atascosa","28.74722","-98.30222","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"946","GABI_02328617","Benoit-Lit-Data-982911","TTU-Z_TTU-Z_006463_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","5.5 miles SW of Bluff Dale on US 377","USA","Texas","Erath","32.21222","-98.20885","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"947","GABI_02328619","Benoit-Lit-Data-982672","TTU-Z_TTU-Z_006224_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jct. US 281 and TX 141","USA","Texas","Jim Wells","27.70298","-98.10791","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"948","GABI_02328620","Benoit-Lit-Data-982719","TTU-Z_TTU-Z_006271_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jct US 281 and FM 624","USA","Texas","Jim Wells","27.70298","-98.10791","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"949","GABI_02328621","Benoit-Lit-Data-982675","TTU-Z_TTU-Z_006227_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Premont","USA","Texas","Jim Wells","27.77105","-98.04474","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"950","GABI_02328622","Benoit-Lit-Data-983064","TTU-Z_TTU-Z_006625_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Coy City","USA","Texas","Karnes","28.824937","-98.040215","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"951","GABI_02328623","Benoit-Lit-Data-983065","TTU-Z_TTU-Z_006626_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Coy City","USA","Texas","Karnes","28.824937","-98.040215","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"952","GABI_02328624","Benoit-Lit-Data-983066","TTU-Z_TTU-Z_006627_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Coy City","USA","Texas","Karnes","28.824937","-98.040215","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"953","GABI_02328625","Benoit-Lit-Data-983067","TTU-Z_TTU-Z_006628_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Coy City","USA","Texas","Karnes","28.824937","-98.040215","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"954","GABI_02328626","Benoit-Lit-Data-982567","TTU-Z_TTU-Z_006119_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3 miles N of Gillett at Karnes Co, just inside","USA","Texas","Karnes","28.85911","-97.8772","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"955","GABI_02328627","Benoit-Lit-Data-982568","TTU-Z_TTU-Z_006120_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3 miles N of Gillet at Karnes Co line, just inside county","USA","Texas","Karnes","28.85911","-97.8772","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"956","GABI_02328628","Benoit-Lit-Data-982569","TTU-Z_TTU-Z_006121_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","3 miles N of Gillet at Karnes Co. line, just inside county","USA","Texas","Karnes","28.85911","-97.8772","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"957","GABI_02328629","Benoit-Lit-Data-982856","TTU-Z_TTU-Z_006408_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Riviera","USA","Texas","Van Zandt","27.29833","-97.81472","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"958","GABI_02328630","Benoit-Lit-Data-976985","TTU-Z_TTU-Z_000035_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Chico","USA","Texas","Wise","33.296141","-97.798154","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"959","GABI_02328631","Benoit-Lit-Data-982907","TTU-Z_TTU-Z_006459_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Weatherford","USA","Texas","Parker","32.759216","-97.790503","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"960","GABI_02328632","Benoit-Lit-Data-982908","TTU-Z_TTU-Z_006460_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Weatherford","USA","Texas","Parker","32.759216","-97.790503","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"961","GABI_02328633","Benoit-Lit-Data-983282","TTU-Z_TTU-Z_006904_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Weatherford","USA","Texas","Parker","32.759216","-97.790503","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"962","GABI_02328634","Benoit-Lit-Data-983266","TTU-Z_TTU-Z_006888_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile S of Forestburg","USA","Texas","Montague","33.66292","-97.71961","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"963","GABI_02328636","Benoit-Lit-Data-982731","TTU-Z_TTU-Z_006283_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","~4 mi E of Bertram","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"964","GABI_02328637","Benoit-Lit-Data-982732","TTU-Z_TTU-Z_006284_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","~4 mi E of Bertram","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"965","GABI_02328638","Benoit-Lit-Data-982733","TTU-Z_TTU-Z_006285_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","~4 mi E of Bertram","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"966","GABI_02328639","Benoit-Lit-Data-982734","TTU-Z_TTU-Z_006286_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jct. TX 29 and US 183","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"967","GABI_02328640","Benoit-Lit-Data-982737","TTU-Z_TTU-Z_006289_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Georgetown","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"968","GABI_02328641","Benoit-Lit-Data-982738","TTU-Z_TTU-Z_006290_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Georgetown","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"969","GABI_02328642","Benoit-Lit-Data-982739","TTU-Z_TTU-Z_006291_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Georgetown","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"970","GABI_02328643","Benoit-Lit-Data-982741","TTU-Z_TTU-Z_006293_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Georgetown","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"971","GABI_02328644","Benoit-Lit-Data-982747","TTU-Z_TTU-Z_006299_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Circleville: Jct. TX 29 and TX 95","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"972","GABI_02328645","Benoit-Lit-Data-982778","TTU-Z_TTU-Z_006330_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jarrell","USA","Texas","Williamson","30.58354","-97.68219","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"973","GABI_02328646","Benoit-Lit-Data-983260","TTU-Z_TTU-Z_006882_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","10 miles SW of Decatur","USA","Texas","Wise","33.110059","-97.658605","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"974","GABI_02328647","Benoit-Lit-Data-982906","TTU-Z_TTU-Z_006458_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Decatur","USA","Texas","Wise","33.233961","-97.584494","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"975","GABI_02328648","Benoit-Lit-Data-983256","TTU-Z_TTU-Z_006878_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","2 miles E of Decator","USA","Texas","Wise","33.24185","-97.528483","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"976","GABI_02328649","Benoit-Lit-Data-983280","TTU-Z_TTU-Z_006902_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile E of Bridgeport","USA","Texas","Wise","33.23639","-97.48306","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"977","GABI_02328650","Benoit-Lit-Data-983281","TTU-Z_TTU-Z_006903_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile E of Bridgeport","USA","Texas","Wise","33.23639","-97.48306","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"978","GABI_02328651","Benoit-Lit-Data-982781","TTU-Z_TTU-Z_006333_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","318 and 36 (N Belton)","USA","Texas","Bell","31.04823","-97.47208","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"979","GABI_02328652","Benoit-Lit-Data-982782","TTU-Z_TTU-Z_006334_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","319 and 36 (N Belton)","USA","Texas","Bell","31.04823","-97.47208","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"980","GABI_02328653","Benoit-Lit-Data-982774","TTU-Z_TTU-Z_006326_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Bartlett","USA","Texas","Bell","31.0747","-97.47208","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"981","GABI_02328654","Benoit-Lit-Data-982775","TTU-Z_TTU-Z_006327_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Bartlett","USA","Texas","Bell","31.0747","-97.47208","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"982","GABI_02328655","Benoit-Lit-Data-982776","TTU-Z_TTU-Z_006328_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Bartlett","USA","Texas","Bell","31.0747","-97.47208","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"983","GABI_02328656","Benoit-Lit-Data-982777","TTU-Z_TTU-Z_006329_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Bartlett","USA","Texas","Bell","31.0747","-97.47208","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"984","GABI_02328657","Benoit-Lit-Data-982779","TTU-Z_TTU-Z_006331_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","2 mi S of Belton - Jct i 35 & TX 289","USA","Texas","Bell","31.0747","-97.47208","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"985","GABI_02328658","Benoit-Lit-Data-983250","TTU-Z_TTU-Z_006872_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Rhome","USA","Texas","Wise","33.05333","-97.47167","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"986","GABI_02328659","Benoit-Lit-Data-983251","TTU-Z_TTU-Z_006873_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Rhome","USA","Texas","Wise","33.05333","-97.47167","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"987","GABI_02328660","Benoit-Lit-Data-983253","TTU-Z_TTU-Z_006875_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Rhome","USA","Texas","Wise","33.05333","-97.47167","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"988","GABI_02328661","Benoit-Lit-Data-983254","TTU-Z_TTU-Z_006876_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Rhome","USA","Texas","Wise","33.05333","-97.47167","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"989","GABI_02328662","Benoit-Lit-Data-982632","TTU-Z_TTU-Z_006184_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","0.5 mi E of Smiley","USA","Texas","Gonzales","29.51088","-97.45199","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"990","GABI_02328663","Benoit-Lit-Data-983263","TTU-Z_TTU-Z_006885_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Slidell","USA","Texas","Wise","33.359862","-97.390513","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"991","GABI_02328664","Benoit-Lit-Data-983264","TTU-Z_TTU-Z_006886_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Slidell","USA","Texas","Wise","33.359862","-97.390513","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"992","GABI_02328665","Benoit-Lit-Data-983265","TTU-Z_TTU-Z_006887_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Slidell","USA","Texas","Wise","33.359862","-97.390513","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"993","GABI_02328666","Benoit-Lit-Data-983268","TTU-Z_TTU-Z_006890_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Muenster","USA","Texas","Cooke","33.651552","-97.376527","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"994","GABI_02328668","Benoit-Lit-Data-982590","TTU-Z_TTU-Z_006142_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jct. FR 2738 and Hwy. 6, 2 miles NE of Alvarado","USA","Texas","Johnson","32.3614","-97.33887","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"995","GABI_02328669","Benoit-Lit-Data-982591","TTU-Z_TTU-Z_006143_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jct. FR 2738 and Hwy. 6, 2 miles NE of Alvarado","USA","Texas","Johnson","32.3614","-97.33887","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"996","GABI_02328670","Benoit-Lit-Data-982592","TTU-Z_TTU-Z_006144_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile NE of Alvarado, on Highway 67","USA","Texas","Johnson","32.3614","-97.33887","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"997","GABI_02328671","Benoit-Lit-Data-982593","TTU-Z_TTU-Z_006145_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jct 81 and 67, NW of Alvarado","USA","Texas","Johnson","32.3614","-97.33887","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"998","GABI_02328695","Benoit-Lit-Data-982898","TTU-Z_TTU-Z_006450_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Ennis","USA","Texas","Ellis","32.328279","-96.622723","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"999","GABI_02328672","Benoit-Lit-Data-982596","TTU-Z_TTU-Z_006148_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jct 81 and 67, NW of Alvarado","USA","Texas","Johnson","32.3614","-97.33887","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1000","GABI_02328673","Benoit-Lit-Data-982597","TTU-Z_TTU-Z_006149_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jct 81 and 67, NW of Alvarado","USA","Texas","Johnson","32.3614","-97.33887","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1001","GABI_02328674","Benoit-Lit-Data-982598","TTU-Z_TTU-Z_006150_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jct 81 and 67, NW of Alvarado","USA","Texas","Johnson","32.3614","-97.33887","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1002","GABI_02328675","Benoit-Lit-Data-982452","TTU-Z_TTU-Z_005920_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","5 mi NW of Roanoke","USA","Texas","Denton","33.26969","-97.20016","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1003","GABI_02328676","Benoit-Lit-Data-982903","TTU-Z_TTU-Z_006455_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Denton","USA","Texas","Denton","33.21472","-97.13278","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1004","GABI_02328677","Benoit-Lit-Data-983269","TTU-Z_TTU-Z_006891_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Gainesville","USA","Texas","Cooke","33.626808","-97.125915","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1005","GABI_02328678","Benoit-Lit-Data-983270","TTU-Z_TTU-Z_006892_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Gainesville","USA","Texas","Cooke","33.626808","-97.125915","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1006","GABI_02328679","Benoit-Lit-Data-983272","TTU-Z_TTU-Z_006894_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Gainesville","USA","Texas","Cooke","33.626808","-97.125915","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1007","GABI_02328680","Benoit-Lit-Data-983273","TTU-Z_TTU-Z_006895_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Gainesville","USA","Texas","Cooke","33.626808","-97.125915","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1008","GABI_02328681","Benoit-Lit-Data-983275","TTU-Z_TTU-Z_006897_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Gainesville","USA","Texas","Cooke","33.626808","-97.125915","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1009","GABI_02328682","Benoit-Lit-Data-983276","TTU-Z_TTU-Z_006898_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Gainesville","USA","Texas","Cooke","33.626808","-97.125915","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1010","GABI_02328683","Benoit-Lit-Data-977161","TTU-Z_TTU-Z_000224_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Lake Grapevine","USA","Texas","Denton","33.001369","-97.108355","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1011","GABI_02328684","Benoit-Lit-Data-982802","TTU-Z_TTU-Z_006354_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","4 miles E of Waco","USA","Texas","Mclennan","31.56098","-96.98868","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1012","GABI_02328685","Benoit-Lit-Data-982804","TTU-Z_TTU-Z_006356_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","4 miles E of Waco","USA","Texas","Mclennan","31.56098","-96.98868","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
